Latitude,Longitude,XCO2BiasCorrected,Date
21.416052,92.881516,416.45468,2023-01-18
18.505508,94.83631,418.2748,2023-01-18
18.50687,94.8357,417.82947,2023-01-18
18.509691,94.83469,417.6802,2023-01-18
39.766968,116.570206,424.80902,2023-01-19
39.768703,116.349304,424.0793,2023-01-19
39.767414,116.23861,425.86594,2023-01-19
36.139,115.63823,426.03,2023-01-19
36.14043,115.63693,424.93808,2023-01-19
36.140327,115.63527,425.9373,2023-01-19
31.478275,111.49107,423.42004,2023-01-19
31.48046,111.4895,421.10574,2023-01-19
31.483639,111.488045,421.9786,2023-01-19
28.951157,110.9178,423.00363,2023-01-19
28.951332,110.91556,422.40497,2023-01-19
28.95415,110.914055,420.56064,2023-01-19
26.446249,110.34397,422.03622,2023-01-19
26.450296,110.34369,423.05328,2023-01-19
26.453398,110.342766,422.55673,2023-01-19
22.926962,114.879486,419.67838,2023-01-19
22.928606,114.87861,419.80707,2023-01-19
22.931612,114.87781,419.5957,2023-01-19
11.3527565,107.13085,423.20667,2023-01-19
11.357789,107.13,423.53232,2023-01-19
39.72739,93.602455,422.09024,2023-01-19
37.384056,94.899254,415.23605,2023-01-19
38.36337,91.74981,416.52823,2023-01-19
38.360966,91.747734,416.61664,2023-01-19
38.359184,91.74545,416.4432,2023-01-19
37.681873,94.651825,416.1901,2023-01-19
37.680138,94.65054,417.41803,2023-01-19
37.67838,94.64891,417.96283,2023-01-19
28.575134,89.055824,421.1973,2023-01-19
28.57458,89.05463,419.70465,2023-01-19
28.574415,89.05293,417.85587,2023-01-19
23.850727,90.56369,417.927,2023-01-19
23.758013,90.56397,418.55948,2023-01-19
23.756016,90.46328,419.44568,2023-01-19
23.66505,90.26544,416.01202,2023-01-19
23.572275,90.36528,418.99927,2023-01-19
23.57222,90.26504,420.09833,2023-01-19
39.001915,105.16877,419.69168,2023-01-20
39.000877,105.16595,418.9487,2023-01-20
39.002396,105.164,418.41425,2023-01-20
38.60601,108.184006,420.09515,2023-01-20
38.604572,108.18256,419.2065,2023-01-20
38.604393,108.18084,419.62302,2023-01-20
35.448074,110.290115,430.2669,2023-01-20
35.445625,110.287636,427.53683,2023-01-20
35.4426,110.28499,429.06213,2023-01-20
36.50061,104.52044,420.87885,2023-01-20
36.503647,104.51978,421.75745,2023-01-20
19.967789,103.126785,418.2863,2023-01-20
17.484735,99.92939,419.6515,2023-01-20
17.209236,99.985916,416.86594,2023-01-20
16.657503,100.09286,419.4361,2023-01-20
16.103247,100.19242,418.38788,2023-01-20
15.8241825,100.23922,421.3335,2023-01-20
15.547133,100.28552,419.91156,2023-01-20
14.9869995,100.37174,422.02475,2023-01-20
14.706608,100.41314,419.27414,2023-01-20
14.425722,100.453224,419.7847,2023-01-20
14.145775,100.49247,420.65048,2023-01-20
38.60155,83.63777,420.06287,2023-01-20
38.60126,83.6364,418.96326,2023-01-20
38.600338,83.63455,418.53998,2023-01-20
33.824352,119.71172,420.14355,2023-01-21
30.46112,100.5659,420.7374,2023-01-21
30.457872,100.56216,422.84296,2023-01-21
27.94147,99.83717,418.64865,2023-01-21
27.94192,99.83621,418.92398,2023-01-21
27.94133,99.83485,416.3801,2023-01-21
25.447245,99.174484,424.02835,2023-01-21
25.445053,99.1718,424.69812,2023-01-21
25.442915,99.16921,427.27255,2023-01-21
26.062855,96.61161,415.2434,2023-01-21
26.064468,96.61013,414.14114,2023-01-21
26.065268,96.6087,415.52686,2023-01-21
26.450726,93.97758,415.9761,2023-01-21
23.916264,93.43994,417.25964,2023-01-21
23.916378,93.437675,417.7669,2023-01-21
23.91821,93.4362,417.4636,2023-01-21
22.928642,98.51367,418.62997,2023-01-21
22.92961,98.51287,417.78354,2023-01-21
22.931576,98.5122,420.15866,2023-01-21
20.420094,97.88817,420.9842,2023-01-21
20.416725,97.88598,421.4601,2023-01-21
20.41699,97.88448,418.64563,2023-01-21
21.027025,95.4129,417.3712,2023-01-21
21.029886,95.41161,417.67178,2023-01-21
21.031656,95.410385,417.12122,2023-01-21
21.408709,92.88138,418.28372,2023-01-21
21.412872,92.88056,418.81024,2023-01-21
21.416214,92.879234,419.24072,2023-01-21
18.506783,94.83447,418.42865,2023-01-21
18.508476,94.833885,418.65906,2023-01-21
18.511099,94.83281,418.59357,2023-01-21
17.902462,97.26782,421.64484,2023-01-21
38.014782,114.49723,424.89212,2023-01-22
37.700153,114.50101,427.18204,2023-01-22
37.467182,116.252205,426.54962,2023-01-22
37.011074,114.49425,426.54132,2023-01-22
37.383293,94.897125,417.01584,2023-01-22
38.36412,91.749146,419.50284,2023-01-22
38.362293,91.74681,419.55438,2023-01-22
38.36137,91.74489,421.03366,2023-01-22
37.682823,94.65099,418.07617,2023-01-22
37.681084,94.64961,419.3906,2023-01-22
37.67938,94.64794,416.545,2023-01-22
29.661491,91.1373,421.03204,2023-01-22
31.508451,86.96995,416.5981,2023-01-22
31.510082,86.968735,415.9677,2023-01-22
31.512747,86.967804,416.79364,2023-01-22
28.953657,86.39087,418.36362,2023-01-22
28.953554,86.38862,419.66568,2023-01-22
28.95397,86.38659,418.2211,2023-01-22
28.577654,89.05513,422.9188,2023-01-22
28.576103,89.0536,419.72385,2023-01-22
24.963224,91.18487,416.5244,2023-01-22
24.9642,90.68685,417.06873,2023-01-22
24.77539,87.84569,417.2672,2023-01-22
24.43195,89.63204,419.6071,2023-01-22
23.961554,90.6902,416.7597,2023-01-22
22.043722,87.37104,419.67615,2023-01-22
21.76496,86.844185,415.5781,2023-01-22
20.855703,85.19773,420.62036,2023-01-22
38.607426,108.18244,423.7314,2023-01-23
38.608013,108.181,422.6462,2023-01-23
26.449434,102.1683,420.2811,2023-01-23
26.450047,102.16696,420.77713,2023-01-23
26.452625,102.16586,421.10254,2023-01-23
23.919203,101.62177,421.8968,2023-01-23
23.921297,101.61984,423.07498,2023-01-23
23.920876,101.61766,424.8394,2023-01-23
23.550335,104.18496,416.071,2023-01-23
23.550545,104.183914,417.64948,2023-01-23
23.551493,104.18252,416.5735,2023-01-23
21.031235,103.59445,418.94226,2023-01-23
21.032055,103.5927,421.43686,2023-01-23
21.033688,103.591446,420.9878,2023-01-23
21.411236,101.06437,418.75192,2023-01-23
21.415022,101.064026,419.2465,2023-01-23
21.417736,101.06302,420.60498,2023-01-23
18.875763,100.53551,420.12378,2023-01-23
18.875826,100.53367,421.27646,2023-01-23
18.879282,100.53255,420.33902,2023-01-23
18.509853,103.015724,423.85605,2023-01-23
18.511747,103.01515,423.3626,2023-01-23
18.514309,103.01407,424.32996,2023-01-23
17.905981,105.445305,419.9636,2023-01-23
17.908934,105.44477,419.88568,2023-01-23
17.910097,105.443535,419.98087,2023-01-23
13.684318,100.75397,417.12485,2023-01-23
12.32792,99.85546,421.44788,2023-01-23
12.062795,99.76423,422.31406,2023-01-23
38.99674,80.62031,424.13712,2023-01-23
38.99867,80.61822,422.82263,2023-01-23
38.998535,80.61579,425.91113,2023-01-23
38.60374,83.6372,423.43094,2023-01-23
38.60218,83.63576,424.39038,2023-01-23
38.602867,83.63445,424.22552,2023-01-23
36.102093,82.89984,419.9294,2023-01-23
36.1009,82.89761,419.16153,2023-01-23
36.099247,82.89551,419.35248,2023-01-23
33.59713,82.19554,417.04208,2023-01-23
33.59533,82.19376,416.66138,2023-01-23
33.59387,82.19178,416.58575,2023-01-23
32.941124,84.925415,415.41098,2023-01-23
32.93788,84.92355,414.88446,2023-01-23
32.937393,84.922485,415.1297,2023-01-23
24.078766,82.59339,416.90778,2023-01-23
24.074146,82.49545,416.82434,2023-01-23
23.986628,82.50574,416.90854,2023-01-23
23.986698,82.60455,419.7869,2023-01-23
23.953722,82.79271,418.29553,2023-01-23
23.874397,82.64597,418.99487,2023-01-23
23.874622,82.74447,417.51215,2023-01-23
37.38794,94.91067,418.44925,2023-01-24
35.455124,102.09817,415.85327,2023-01-24
35.45154,102.09496,415.81512,2023-01-24
35.448284,102.09179,415.37796,2023-01-24
36.10327,99.261765,414.9212,2023-01-24
36.10302,99.26,412.79022,2023-01-24
36.499935,96.34379,419.07294,2023-01-24
36.503326,96.343285,417.4973,2023-01-24
36.50251,96.34167,420.01096,2023-01-24
33.9854,95.7471,419.60748,2023-01-24
33.984104,95.74214,418.25894,2023-01-24
30.463284,100.566,424.5512,2023-01-24
30.460028,100.56225,424.3931,2023-01-24
30.45697,100.55895,421.92468,2023-01-24
28.58033,97.23736,427.6264,2023-01-24
28.57975,97.236046,429.45914,2023-01-24
28.579075,97.23421,431.15164,2023-01-24
27.944527,99.837585,419.96768,2023-01-24
27.943756,99.83613,420.59735,2023-01-24
27.942705,99.83461,419.65884,2023-01-24
25.448761,99.17431,425.5931,2023-01-24
25.446459,99.171585,425.58563,2023-01-24
25.443953,99.16869,424.71515,2023-01-24
26.063957,96.61122,416.8228,2023-01-24
26.065094,96.60944,415.53113,2023-01-24
26.065289,96.607895,414.23294,2023-01-24
23.917437,93.439445,416.8282,2023-01-24
23.916767,93.43691,417.02826,2023-01-24
23.918625,93.43542,417.3678,2023-01-24
22.928782,98.51285,419.71848,2023-01-24
22.930517,98.51228,419.91223,2023-01-24
22.931684,98.51141,419.99646,2023-01-24
20.421396,97.88768,420.4361,2023-01-24
20.418211,97.88556,421.91684,2023-01-24
20.41827,97.88393,421.74783,2023-01-24
21.028519,95.4124,417.33813,2023-01-24
21.031233,95.4111,417.2548,2023-01-24
21.031893,95.40962,417.2456,2023-01-24
21.410301,92.881004,418.48447,2023-01-24
21.412485,92.87969,419.83817,2023-01-24
21.418097,92.87895,418.02145,2023-01-24
18.508633,94.83425,419.854,2023-01-24
18.509872,94.83338,416.89185,2023-01-24
18.511395,94.8321,419.71317,2023-01-24
17.904718,97.26745,420.87735,2023-01-24
39.85978,116.23683,425.50156,2023-01-25
39.85901,116.34682,426.0278,2023-01-25
39.859528,116.45804,426.8334,2023-01-25
39.76831,116.236496,427.07928,2023-01-25
36.141537,115.636475,424.31165,2023-01-25
36.144215,115.63545,424.2492,2023-01-25
36.143734,115.63369,424.63434,2023-01-25
31.48739,111.48627,421.55878,2023-01-25
28.578957,113.599335,421.53442,2023-01-25
28.580864,113.59689,422.28085,2023-01-25
27.943947,116.21742,419.93155,2023-01-25
27.94422,116.21644,421.70206,2023-01-25
27.94668,116.21589,421.16293,2023-01-25
26.065607,112.97395,421.3902,2023-01-25
26.06568,112.97191,421.3122,2023-01-25
26.0677,112.97072,421.90005,2023-01-25
37.74273,95.34681,420.39124,2023-01-25
38.36937,91.749535,418.95065,2023-01-25
38.363422,91.74599,417.62256,2023-01-25
38.36103,91.74349,419.68295,2023-01-25
23.66542,90.26313,418.54407,2023-01-25
39.003895,105.16692,423.2531,2023-01-26
39.00385,105.16433,422.9217,2023-01-26
39.00549,105.16237,422.44296,2023-01-26
36.1069,107.44465,424.22742,2023-01-26
36.10719,107.4428,424.39835,2023-01-26
36.1075,107.44133,425.08755,2023-01-26
36.504757,104.519035,423.88846,2023-01-26
36.50682,104.51824,422.27826,2023-01-26
31.75427,104.75817,424.0509,2023-01-26
31.328644,104.969986,420.86795,2023-01-26
26.48708,102.1744,420.0487,2023-01-26
26.488953,102.17349,418.67105,2023-01-26
26.49224,102.172554,417.626,2023-01-26
23.91999,101.62071,425.32684,2023-01-26
20.725851,104.90965,421.18442,2023-01-26
20.551138,104.45684,419.93652,2023-01-26
20.36851,104.00976,419.904,2023-01-26
20.173862,103.56745,424.42883,2023-01-26
19.96933,103.125496,419.7764,2023-01-26
19.755596,102.68046,418.55457,2023-01-26
19.534754,102.23034,420.82257,2023-01-26
19.30388,101.76825,419.9845,2023-01-26
19.067333,101.296326,418.63004,2023-01-26
18.820707,100.80274,418.30136,2023-01-26
18.567007,100.28957,417.8851,2023-01-26
18.032686,99.808136,421.3878,2023-01-26
17.759624,99.87007,420.41364,2023-01-26
17.484827,99.927605,419.59607,2023-01-26
17.208504,99.98392,418.9115,2023-01-26
16.931597,100.038124,419.17914,2023-01-26
16.658298,100.09125,419.60257,2023-01-26
16.381304,100.14185,418.52646,2023-01-26
16.103193,100.19065,418.88885,2023-01-26
15.826308,100.238075,420.32623,2023-01-26
15.545662,100.2835,420.22095,2023-01-26
15.267576,100.32751,419.7801,2023-01-26
14.987625,100.37018,421.66345,2023-01-26
14.70789,100.41162,417.1442,2023-01-26
14.426038,100.451584,420.8187,2023-01-26
13.863375,100.528404,421.1077,2023-01-26
13.637557,100.41926,425.98212,2023-01-26
13.223896,101.838905,423.37564,2023-01-26
32.942776,84.92451,415.26453,2023-01-26
32.93952,84.922554,416.02707,2023-01-26
32.938423,84.921104,416.9917,2023-01-26
23.97802,82.8344,419.20172,2023-01-26
22.015856,83.3567,417.854,2023-01-26
34.594193,119.22895,427.0348,2023-01-27
33.822376,119.70972,423.05753,2023-01-27
37.74503,95.35915,420.62552,2023-01-27
37.38851,94.91019,419.56888,2023-01-27
37.68667,102.836586,420.97818,2023-01-27
37.688713,102.83618,420.04633,2023-01-27
35.456894,102.097275,413.75827,2023-01-27
35.452896,102.09395,415.33435,2023-01-27
35.448555,102.090294,416.2573,2023-01-27
32.70796,101.22083,419.80527,2023-01-27
32.70613,101.21897,418.86902,2023-01-27
32.704914,101.21743,418.35623,2023-01-27
31.092869,97.88543,412.61038,2023-01-27
31.092974,97.88334,415.07016,2023-01-27
31.089602,97.880936,415.16055,2023-01-27
27.945776,99.83664,420.02057,2023-01-27
27.944582,99.835045,419.81293,2023-01-27
27.944262,99.833824,417.33084,2023-01-27
25.449492,99.17302,426.72305,2023-01-27
25.446877,99.17018,425.0649,2023-01-27
25.445974,99.16794,426.43423,2023-01-27
26.064768,96.61,413.05972,2023-01-27
26.067247,96.608635,414.40088,2023-01-27
26.068575,96.60732,414.9813,2023-01-27
26.450247,93.97696,416.6189,2023-01-27
26.453806,93.97621,417.35507,2023-01-27
26.457806,93.97542,415.84464,2023-01-27
23.919153,93.43858,416.94522,2023-01-27
23.918447,93.43618,416.76096,2023-01-27
23.920908,93.43491,416.8915,2023-01-27
22.931345,98.512405,418.74295,2023-01-27
22.932955,98.51163,419.74188,2023-01-27
22.934465,98.5109,419.67896,2023-01-27
20.422876,97.88667,421.21326,2023-01-27
20.420103,97.884544,422.8928,2023-01-27
20.418674,97.88258,420.69775,2023-01-27
21.029444,95.41135,418.49765,2023-01-27
21.032337,95.41,418.17935,2023-01-27
21.033855,95.40868,417.08023,2023-01-27
21.411625,92.87986,418.18927,2023-01-27
21.415848,92.878944,419.5745,2023-01-27
21.41851,92.87786,418.20306,2023-01-27
18.509724,94.83313,419.67593,2023-01-27
18.511961,94.83256,418.7423,2023-01-27
18.511604,94.830826,419.4702,2023-01-27
17.905241,97.266235,419.69553,2023-01-27
38.01526,114.49709,417.6669,2023-01-28
37.99454,112.52205,423.69803,2023-01-28
37.700264,114.50053,420.60654,2023-01-28
37.465637,116.2514,422.26187,2023-01-28
36.64463,119.23334,422.6426,2023-01-28
36.658497,117.02221,421.85645,2023-01-28
37.01075,114.4936,419.57855,2023-01-28
36.352116,113.20193,420.77576,2023-01-28
35.928703,114.170555,421.00046,2023-01-28
35.756622,115.04051,419.31464,2023-01-28
35.32554,116.937965,423.05765,2023-01-28
35.408844,116.58767,420.23358,2023-01-28
35.23163,115.4976,420.23563,2023-01-28
35.14442,113.82046,420.5772,2023-01-28
34.753197,113.63562,420.09253,2023-01-28
32.88135,115.829926,421.32996,2023-01-28
32.84817,115.51775,421.36774,2023-01-28
32.608562,117.05414,421.3267,2023-01-28
31.430017,115.764595,421.9816,2023-01-28
28.4804,112.992,422.61624,2023-01-28
27.500591,112.96121,422.28992,2023-01-28
27.213318,112.971146,420.096,2023-01-28
26.929546,112.981606,421.08405,2023-01-28
26.643843,112.99142,422.33505,2023-01-28
26.357918,113.001144,421.79428,2023-01-28
26.071262,113.01007,420.71387,2023-01-28
25.785229,113.01942,420.08606,2023-01-28
25.482016,113.02116,422.8083,2023-01-28
25.177486,113.02248,425.1081,2023-01-28
24.877176,113.0243,420.35413,2023-01-28
24.568598,113.02526,419.70334,2023-01-28
24.260088,113.02586,423.37967,2023-01-28
23.957706,113.027504,420.49646,2023-01-28
23.649488,113.0285,420.8715,2023-01-28
23.407387,113.160545,419.804,2023-01-28
23.161596,113.2925,422.53735,2023-01-28
22.816753,113.71807,422.48688,2023-01-28
22.428377,114.051994,422.95233,2023-01-28
22.08157,113.19378,419.5681,2023-01-28
22.692678,114.81437,424.7117,2023-01-28
22.69467,114.813446,424.69357,2023-01-28
38.363785,91.7466,417.0231,2023-01-28
38.36273,91.74483,418.44775,2023-01-28
38.36209,91.74287,419.469,2023-01-28
37.684673,94.649284,419.40582,2023-01-28
32.703487,93.0332,419.16498,2023-01-28
29.6615,91.13689,418.34412,2023-01-28
31.510725,86.96871,416.54663,2023-01-28
31.511555,86.967224,417.3649,2023-01-28
31.513617,86.96617,418.02164,2023-01-28
39.859394,109.38575,419.09396,2023-01-29
39.006435,105.167046,419.42892,2023-01-29
36.146015,107.45337,420.60916,2023-01-29
36.14593,107.45163,419.42896,2023-01-29
36.5435,104.52832,420.7301,2023-01-29
36.547245,104.528,420.3309,2023-01-29
36.549957,104.52717,420.91464,2023-01-29
33.989063,103.91247,419.21704,2023-01-29
33.60265,106.73887,421.50076,2023-01-29
32.948074,109.48972,421.4556,2023-01-29
32.946712,109.48835,421.9826,2023-01-29
32.94762,109.48771,420.16766,2023-01-29
29.690655,106.34904,424.48993,2023-01-29
29.659655,106.503296,422.9437,2023-01-29
29.691946,106.662224,424.44107,2023-01-29
29.549528,106.35263,426.43036,2023-01-29
29.415123,106.35359,423.76108,2023-01-29
29.41579,106.66493,422.72916,2023-01-29
28.341223,105.35509,425.7909,2023-01-29
27.713923,107.9691,421.63846,2023-01-29
27.708504,107.96631,422.44708,2023-01-29
27.707706,107.96479,422.2994,2023-01-29
25.448671,107.36048,418.88193,2023-01-29
25.446241,107.35829,418.39304,2023-01-29
25.444153,107.35618,417.73367,2023-01-29
26.068417,104.79228,419.26657,2023-01-29
26.069025,104.79042,418.84177,2023-01-29
26.06918,104.78879,418.84552,2023-01-29
23.552042,104.18372,418.94284,2023-01-29
23.553059,104.18302,420.67807,2023-01-29
23.553898,104.18151,419.02765,2023-01-29
22.933796,106.69462,420.32822,2023-01-29
22.936571,106.694565,421.52228,2023-01-29
22.936262,106.69312,421.23096,2023-01-29
20.423395,106.07178,419.85214,2023-01-29
20.419935,106.06942,420.1143,2023-01-29
20.420555,106.06806,420.9354,2023-01-29
21.033768,103.59339,422.03882,2023-01-29
21.033821,103.59152,421.7509,2023-01-29
21.035124,103.59019,421.69968,2023-01-29
18.87904,100.53312,418.5914,2023-01-29
18.880297,100.53165,420.2305,2023-01-29
18.512539,103.01513,426.24347,2023-01-29
18.513107,103.01409,426.1033,2023-01-29
18.51572,103.013054,426.6607,2023-01-29
13.685274,100.75375,419.63745,2023-01-29
39.000435,80.61933,420.97174,2023-01-29
38.999805,80.61649,421.3502,2023-01-29
39.002373,80.61473,423.07507,2023-01-29
38.606037,83.63613,419.97653,2023-01-29
38.605858,83.63482,421.74103,2023-01-29
38.605064,83.632965,419.58597,2023-01-29
37.92393,86.54627,420.34583,2023-01-29
37.92109,86.545456,421.2996,2023-01-29
37.91988,86.54451,422.0291,2023-01-29
35.461433,85.72597,418.63205,2023-01-29
35.45598,85.722435,419.43558,2023-01-29
35.451427,85.71917,418.85574,2023-01-29
36.101254,82.89411,416.12152,2023-01-29
32.944023,84.924446,415.97913,2023-01-29
32.942078,84.9229,414.43295,2023-01-29
32.94068,84.921394,415.31827,2023-01-29
25.553137,80.85145,416.90225,2023-01-29
24.12375,82.67667,424.1657,2023-01-29
23.985672,82.60419,424.8541,2023-01-29
23.905663,82.55303,421.59854,2023-01-29
23.874367,82.64558,420.30893,2023-01-29
37.74742,95.35983,420.01328,2023-01-30
37.388752,94.91028,421.20908,2023-01-30
35.458332,102.09774,411.8354,2023-01-30
35.45412,102.094444,414.2898,2023-01-30
35.44966,102.09083,413.30304,2023-01-30
32.707623,101.21912,414.53433,2023-01-30
32.706158,101.21742,415.09164,2023-01-30
30.46503,100.56521,428.21664,2023-01-30
30.462673,100.561844,424.52356,2023-01-30
30.457952,100.55764,426.22507,2023-01-30
31.094017,97.88582,416.90036,2023-01-30
31.093197,97.88349,416.319,2023-01-30
31.091375,97.88152,418.04648,2023-01-30
28.581861,97.236206,429.0295,2023-01-30
28.58206,97.23526,428.50177,2023-01-30
28.582794,97.233795,427.67206,2023-01-30
27.948612,99.83775,421.82657,2023-01-30
27.946493,99.83557,421.00293,2023-01-30
27.945787,99.83426,419.98514,2023-01-30
25.452166,99.17389,425.8233,2023-01-30
25.448223,99.1707,424.3998,2023-01-30
25.446634,99.16821,426.7741,2023-01-30
26.066349,96.61052,415.30753,2023-01-30
26.067532,96.60884,418.32886,2023-01-30
26.069294,96.607635,418.76404,2023-01-30
26.450848,93.97737,415.66882,2023-01-30
23.919209,93.43886,416.47662,2023-01-30
23.91965,93.43675,417.33112,2023-01-30
23.92137,93.435394,418.72165,2023-01-30
22.933128,98.51291,420.45206,2023-01-30
22.93349,98.51185,419.1884,2023-01-30
22.936104,98.51141,419.07507,2023-01-30
20.423527,97.88697,419.76334,2023-01-30
20.421146,97.884995,421.8193,2023-01-30
20.420439,97.88304,421.74634,2023-01-30
21.032763,95.410324,417.1965,2023-01-30
21.412378,92.88018,417.93924,2023-01-30
21.414764,92.87899,418.5794,2023-01-30
21.41896,92.87832,416.84454,2023-01-30
18.50924,94.83325,420.9516,2023-01-30
18.512726,94.83302,420.4797,2023-01-30
18.512644,94.831345,420.7342,2023-01-30
